,state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
3826,AZ,5217.0,No,Basic,High School or Below,Employed,M,60861,Rural,Married,66,8.0,82,0.0,4,Personal Auto,Personal L3,Offer4,Agent,65.0,Four-Door Car,Small,January
3827,AZ,9817.0,Yes,Basic,College,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L2,Offer1,Branch,129.0,Four-Door Car,Medsize,January
3828,OR,13977.0,No,Premium,College,Employed,M,77094,Urban,Married,176,25.0,29,0.0,5,Personal Auto,Personal L3,Offer3,Call Center,444.0,SUV,Medsize,January
3829,CA,4045.0,No,Premium,High School or Below,Employed,F,77237,Rural,Single,102,6.0,84,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,197.0,Four-Door Car,Medsize,February
3830,CA,5032.0,No,Basic,College,Employed,M,66367,Suburban,Divorced,64,6.0,48,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,307.0,Two-Door Car,Small,February
3831,OR,10677.0,No,Extended,College,Employed,F,45732,Urban,Married,134,22.0,56,0.0,9,Corporate Auto,Corporate L2,Offer1,Call Center,612.0,SUV,Large,January
3832,CA,3123.0,Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,101,1.0,83,4.0,1,Personal Auto,Personal L2,Offer1,Agent,960.0,SUV,Large,February
3833,NV,5620.0,No,Extended,College,Unemployed,F,0,Suburban,Single,82,14.0,23,0.0,6,Corporate Auto,Corporate L2,Offer3,Agent,864.0,Four-Door Car,Medsize,January
3834,WA,2583.0,No,Basic,High School or Below,Employed,F,50148,Suburban,Married,65,0.0,45,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,323.0,Four-Door Car,Small,February
3835,CA,5364.0,No,Basic,High School or Below,Employed,F,64604,Urban,Married,67,18.0,71,1.0,8,Personal Auto,Personal L3,Offer1,Web,272.0,Four-Door Car,Medsize,January
3836,OR,3965.0,No,Extended,Bachelor,Employed,M,88410,Suburban,Single,99,30.0,31,0.0,1,Corporate Auto,Corporate L2,Offer4,Call Center,475.0,Four-Door Car,Medsize,January
3837,CA,7506.0,No,Basic,Bachelor,Employed,F,44485,Rural,Married,62,5.0,74,0.0,2,Special Auto,Special L3,Offer1,Agent,80.0,Four-Door Car,Medsize,February
3838,OR,4932.0,No,Basic,College,Employed,M,33580,Suburban,Married,62,17.0,77,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,315.0,Four-Door Car,Medsize,February
3839,WA,4821.0,No,Basic,Bachelor,Employed,M,85756,Rural,Divorced,61,18.0,74,0.0,3,Personal Auto,Personal L3,Offer4,Branch,117.0,Four-Door Car,Medsize,February
3840,CA,5208.0,No,Basic,College,Employed,F,81839,Rural,Married,65,23.0,39,1.0,4,Personal Auto,Personal L1,Offer1,Agent,75.0,Four-Door Car,Medsize,January
3841,AZ,4944.0,No,Basic,Master,Employed,M,40463,Suburban,Married,61,17.0,21,0.0,6,Personal Auto,Personal L3,Offer3,Branch,293.0,Four-Door Car,Small,January
3842,OR,4992.0,No,Basic,College,Employed,F,93416,Urban,Married,62,5.0,16,0.0,6,Personal Auto,Personal L1,Offer2,Call Center,246.0,Two-Door Car,Medsize,February
3843,WA,8819.0,Yes,Basic,High School or Below,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize,January
3844,NV,10901.0,No,Extended,Bachelor,Employed,M,72257,Urban,Divorced,90,28.0,61,0.0,2,Personal Auto,Personal L3,Offer3,Branch,408.0,Four-Door Car,Medsize,February
3845,AZ,7148.0,No,Basic,Bachelor,Employed,F,51791,Rural,Married,181,10.0,46,1.0,1,Personal Auto,Personal L3,Offer4,Call Center,423.0,Luxury Car,Medsize,January
3846,CA,6282.0,No,Extended,Bachelor,Employed,F,32311,Urban,Married,79,10.0,23,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,207.0,Four-Door Car,Large,January
3847,NV,2549.0,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,78,13.0,32,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,846.0,Four-Door Car,Small,January
3848,OR,4655.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,69,31.0,76,4.0,3,Corporate Auto,Corporate L1,Offer1,Agent,331.0,Four-Door Car,Medsize,February
3849,CA,4376.0,Yes,Premium,Bachelor,Employed,F,63774,Rural,Divorced,111,18.0,63,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,60.0,Four-Door Car,Medsize,February
3850,NV,4730.0,No,Basic,Doctor,Medical Leave,M,17250,Urban,Married,62,16.0,90,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,176.0,Four-Door Car,Medsize,February
3851,CA,7892.0,No,Basic,High School or Below,Disabled,F,28672,Suburban,Divorced,71,14.0,34,0.0,2,Personal Auto,Personal L2,Offer1,Branch,341.0,Four-Door Car,Medsize,January
3852,OR,27790.0,Yes,Extended,Bachelor,Employed,F,33806,Urban,Divorced,89,32.0,59,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,396.0,Four-Door Car,Medsize,January
3853,CA,3934.0,Yes,Basic,High School or Below,Employed,M,25927,Suburban,Single,103,6.0,20,0.0,1,Personal Auto,Personal L3,Offer2,Web,675.0,SUV,Medsize,January
3854,OR,26244.0,No,Basic,Bachelor,Employed,M,55705,Rural,Divorced,113,8.0,58,0.0,2,Personal Auto,Personal L3,Offer2,Branch,150.0,SUV,Medsize,February
3855,AZ,2880.0,No,Basic,Bachelor,Employed,F,40525,Rural,Married,73,3.0,27,0.0,1,Personal Auto,Personal L3,Offer2,Branch,124.0,Four-Door Car,Medsize,January
3856,CA,15235.0,No,Extended,High School or Below,Employed,M,72988,Rural,Married,127,6.0,77,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,277.0,SUV,Medsize,January
3857,AZ,2506.0,No,Basic,College,Unemployed,M,0,Suburban,Single,73,8.0,19,0.0,1,Personal Auto,Personal L2,Offer2,Web,526.0,Four-Door Car,Small,January
3858,OR,7399.0,No,Basic,Bachelor,Employed,M,27383,Suburban,Married,188,33.0,25,0.0,1,Corporate Auto,Corporate L2,Offer4,Branch,902.0,Luxury Car,Medsize,February
3859,AZ,5604.0,No,Basic,Master,Employed,M,20252,Urban,Married,71,0.0,64,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,198.0,Four-Door Car,Medsize,February
3860,AZ,10485.0,Yes,Extended,College,Employed,F,61108,Rural,Divorced,89,22.0,93,0.0,2,Personal Auto,Personal L3,Offer2,Agent,49.0,Four-Door Car,Medsize,February
3861,AZ,8233.0,No,Basic,Bachelor,Employed,M,56021,Urban,Married,69,20.0,38,0.0,2,Personal Auto,Personal L3,Offer1,Agent,280.0,Four-Door Car,Medsize,January
3862,WA,2755.0,No,Basic,High School or Below,Employed,F,39393,Suburban,Married,70,24.0,56,1.0,1,Special Auto,Special L2,Offer2,Agent,406.0,Four-Door Car,Medsize,January
3863,CA,22218.0,No,Basic,College,Employed,F,37553,Suburban,Single,187,34.0,7,0.0,2,Personal Auto,Personal L3,Offer3,Agent,898.0,Luxury Car,Small,February
3864,CA,10661.0,No,Extended,Bachelor,Employed,F,60642,Urban,Married,133,34.0,68,0.0,5,Personal Auto,Personal L3,Offer1,Agent,428.0,SUV,Medsize,February
3865,CA,10628.0,No,Extended,Bachelor,Employed,M,90874,Urban,Married,137,18.0,28,4.0,3,Personal Auto,Personal L3,Offer1,Call Center,460.0,SUV,Medsize,February
3866,CA,7781.0,No,Basic,Bachelor,Unemployed,M,0,Urban,Married,74,0.0,52,0.0,2,Personal Auto,Personal L1,Offer1,Branch,246.0,Four-Door Car,Medsize,January
3867,CA,2243.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,34.0,71,0.0,1,Personal Auto,Personal L2,Offer3,Branch,675.0,Two-Door Car,Small,January
3868,OR,5206.0,No,Basic,College,Unemployed,F,0,Suburban,Married,72,18.0,91,0.0,9,Personal Auto,Personal L3,Offer1,Branch,346.0,Two-Door Car,Medsize,February
3869,OR,23516.0,No,Extended,Doctor,Employed,F,36537,Rural,Single,85,19.0,4,0.0,2,Personal Auto,Personal L1,Offer1,Web,165.0,Four-Door Car,Medsize,February
3870,CA,5924.0,No,Basic,Bachelor,Employed,M,73758,Urban,Married,74,24.0,87,0.0,7,Personal Auto,Personal L2,Offer3,Branch,302.0,Four-Door Car,Medsize,February
3871,CA,5780.0,Yes,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,8,Personal Auto,Personal L3,Offer2,Call Center,788.0,Four-Door Car,Medsize,February
3872,NV,2727.0,No,Basic,Bachelor,Employed,F,29286,Suburban,Married,69,5.0,20,1.0,1,Personal Auto,Personal L3,Offer2,Call Center,497.0,Four-Door Car,Small,February
3873,CA,10358.0,No,Extended,College,Employed,M,68309,Rural,Divorced,131,4.0,67,0.0,9,Corporate Auto,Corporate L3,Offer1,Web,307.0,SUV,Small,February
3874,CA,22895.0,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,94,14.0,17,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,677.0,Four-Door Car,Medsize,January
3875,OR,4128.0,No,Basic,College,Employed,F,32114,Urban,Married,104,22.0,50,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,445.0,SUV,Medsize,February
3876,AZ,5366.0,No,Basic,Bachelor,Employed,M,51240,Urban,Single,70,0.0,37,2.0,5,Personal Auto,Personal L1,Offer2,Branch,284.0,Four-Door Car,Medsize,January
3877,AZ,13309.0,No,Extended,College,Unemployed,M,0,Suburban,Divorced,127,19.0,40,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,610.0,SUV,Medsize,January
3878,OR,6966.0,No,Extended,Master,Unemployed,F,0,Urban,Married,93,28.0,3,0.0,8,Personal Auto,Personal L3,Offer2,Branch,436.0,Four-Door Car,Large,February
3879,CA,3833.0,No,Extended,College,Employed,M,97729,Rural,Married,95,18.0,21,0.0,1,Personal Auto,Personal L3,Offer2,Web,97.0,Four-Door Car,Medsize,February
3880,CA,3844.0,No,Extended,Bachelor,Employed,M,43987,Suburban,Married,96,29.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,461.0,Four-Door Car,Medsize,January
3881,CA,8301.0,No,Basic,College,Disabled,F,17034,Suburban,Single,113,11.0,40,0.0,6,Personal Auto,Personal L1,Offer2,Agent,542.0,Sports Car,Medsize,January
3882,CA,4838.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,65,6.0,89,0.0,3,Personal Auto,Personal L3,Offer1,Web,468.0,Four-Door Car,Medsize,February
3883,OR,2730.0,No,Basic,College,Employed,F,63401,Urban,Married,68,1.0,18,0.0,1,Personal Auto,Personal L1,Offer2,Agent,203.0,Four-Door Car,Medsize,February
3884,OR,2867.0,No,Basic,High School or Below,Employed,M,81763,Suburban,Married,72,22.0,12,1.0,1,Personal Auto,Personal L3,Offer2,Branch,518.0,Two-Door Car,Small,January
3885,AZ,4784.0,No,Extended,Bachelor,Employed,M,49793,Suburban,Married,121,3.0,55,0.0,1,Personal Auto,Personal L3,Offer2,Agent,641.0,SUV,Small,January
3886,OR,8237.0,No,Basic,College,Employed,M,70882,Rural,Married,69,20.0,50,0.0,2,Personal Auto,Personal L3,Offer1,Agent,124.0,Four-Door Car,Medsize,January
3887,WA,7095.0,No,Premium,High School or Below,Employed,F,74298,Rural,Married,177,9.0,81,0.0,1,Corporate Auto,Corporate L1,Offer2,Call Center,162.0,Sports Car,Medsize,January
3888,CA,4903.0,No,Extended,College,Unemployed,F,0,Suburban,Married,133,11.0,95,0.0,1,Personal Auto,Personal L2,Offer2,Branch,638.0,SUV,Large,January
3889,NV,2771.0,Yes,Basic,College,Employed,F,50071,Rural,Single,71,3.0,32,0.0,1,Personal Auto,Personal L2,Offer2,Agent,19.0,Two-Door Car,Medsize,January
3890,CA,7057.0,No,Extended,High School or Below,Employed,M,52447,Rural,Single,90,5.0,57,0.0,7,Personal Auto,Personal L3,Offer1,Agent,62.0,Four-Door Car,Medsize,February
3891,NV,14838.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,70,18.0,46,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,713.0,Four-Door Car,Medsize,February
3892,AZ,2427.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,71,2.0,5,0.0,1,Corporate Auto,Corporate L2,Offer4,Branch,511.0,Four-Door Car,Small,January
3893,OR,7858.0,No,Basic,High School or Below,Employed,F,28937,Rural,Divorced,104,28.0,23,2.0,6,Personal Auto,Personal L3,Offer1,Call Center,118.0,SUV,Medsize,February
3894,OR,2919.0,No,Basic,College,Employed,M,80714,Suburban,Married,72,18.0,12,0.0,1,Personal Auto,Personal L3,Offer2,Web,346.0,Four-Door Car,Small,February
3895,CA,2804.0,No,Basic,College,Employed,F,43775,Urban,Married,70,3.0,42,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,311.0,Four-Door Car,Medsize,February
3896,CA,7522.0,No,Extended,High School or Below,Employed,F,47727,Suburban,Married,94,25.0,33,0.0,3,Corporate Auto,Corporate L3,Offer2,Call Center,451.0,Two-Door Car,Medsize,January
3897,CA,2345.0,No,Basic,College,Unemployed,M,0,Suburban,Single,69,1.0,56,0.0,1,Personal Auto,Personal L3,Offer1,Agent,331.0,Four-Door Car,Medsize,February
3898,CA,11702.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,111,15.0,12,0.0,2,Personal Auto,Personal L1,Offer3,Call Center,533.0,SUV,Medsize,January
3899,OR,23675.0,No,Premium,Bachelor,Employed,F,46268,Urban,Married,199,34.0,17,1.0,2,Personal Auto,Personal L3,Offer1,Agent,842.0,Sports Car,Medsize,January
3900,OR,2566.0,No,Basic,High School or Below,Employed,M,67778,Urban,Married,64,17.0,17,1.0,1,Personal Auto,Personal L3,Offer2,Agent,171.0,Four-Door Car,Large,February
3901,AZ,8609.0,Yes,Basic,Bachelor,Employed,F,79090,Urban,Married,107,2.0,74,0.0,3,Personal Auto,Personal L3,Offer2,Branch,289.0,SUV,Medsize,January
3902,OR,13990.0,No,Basic,College,Employed,M,22354,Suburban,Married,118,27.0,9,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,776.0,SUV,Small,February
3903,OR,7347.0,No,Basic,College,Employed,F,29491,Suburban,Married,61,26.0,62,0.0,2,Personal Auto,Personal L2,Offer3,Web,293.0,Four-Door Car,Medsize,January
3904,CA,5106.0,No,Basic,College,Employed,F,30110,Rural,Married,64,2.0,4,0.0,5,Personal Auto,Personal L1,Offer1,Web,140.0,Four-Door Car,Medsize,February
3905,CA,5526.0,No,Extended,Bachelor,Employed,F,94230,Suburban,Married,137,21.0,82,0.0,1,Special Auto,Special L3,Offer3,Agent,658.0,SUV,Medsize,February
3906,AZ,2927.0,No,Basic,High School or Below,Employed,M,26242,Urban,Married,74,5.0,69,0.0,1,Personal Auto,Personal L3,Offer2,Branch,347.0,Four-Door Car,Medsize,February
3907,CA,11513.0,No,Basic,College,Medical Leave,M,16266,Suburban,Married,100,11.0,23,0.0,2,Special Auto,Special L1,Offer2,Web,1177.0,SUV,Medsize,January
3908,OR,5328.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,73,12.0,42,0.0,7,Personal Auto,Personal L1,Offer1,Branch,794.0,Four-Door Car,Medsize,February
3909,OR,7688.0,No,Basic,Bachelor,Employed,F,56680,Suburban,Single,100,9.0,78,2.0,3,Personal Auto,Personal L3,Offer1,Branch,480.0,SUV,Medsize,February
3910,OR,2535.0,No,Basic,Bachelor,Employed,M,86933,Urban,Married,63,3.0,64,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,270.0,Two-Door Car,Large,February
3911,AZ,2167.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,61,16.0,46,0.0,1,Personal Auto,Personal L3,Offer3,Agent,439.0,Four-Door Car,Small,February
3912,AZ,7389.0,No,Extended,College,Unemployed,F,0,Suburban,Married,97,31.0,24,0.0,3,Personal Auto,Personal L3,Offer4,Call Center,638.0,Four-Door Car,Medsize,February
3913,CA,4479.0,No,Basic,Master,Employed,M,94656,Urban,Married,111,12.0,79,1.0,1,Special Auto,Special L2,Offer4,Web,460.0,SUV,Medsize,January
3914,OR,24128.0,Yes,Basic,Bachelor,Medical Leave,M,14072,Suburban,Divorced,71,13.0,3,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,511.0,Four-Door Car,Medsize,January
3915,WA,42463.0,No,Premium,Bachelor,Unemployed,F,0,Suburban,Married,281,16.0,92,1.0,2,Personal Auto,Personal L3,Offer1,Branch,1500.0,Luxury SUV,Medsize,January
3916,OR,4937.0,No,Basic,College,Unemployed,F,0,Suburban,Single,72,7.0,34,2.0,7,Personal Auto,Personal L3,Offer2,Agent,392.0,Two-Door Car,Medsize,January
3917,WA,44468.0,No,Extended,High School or Below,Employed,F,32948,Suburban,Single,127,20.0,46,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,1429.0,SUV,Medsize,January
3918,OR,4992.0,No,Extended,Bachelor,Employed,F,56649,Suburban,Married,125,12.0,8,0.0,1,Special Auto,Special L2,Offer1,Branch,780.0,SUV,Large,February
3919,OR,3747.0,Yes,Extended,College,Employed,F,41479,Rural,Married,94,14.0,38,1.0,1,Personal Auto,Personal L1,Offer2,Call Center,20.0,Two-Door Car,Large,February
3920,AZ,4583.0,No,Basic,Bachelor,Employed,F,66991,Urban,Married,115,1.0,71,0.0,1,Personal Auto,Personal L3,Offer2,Branch,400.0,SUV,Medsize,January
3921,OR,4944.0,No,Basic,High School or Below,Employed,F,53607,Rural,Married,61,4.0,18,0.0,9,Personal Auto,Personal L2,Offer3,Web,94.0,Four-Door Car,Medsize,February
3922,CA,16468.0,Yes,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,63,4.0,52,0.0,2,Personal Auto,Personal L1,Offer2,Agent,685.0,Four-Door Car,Medsize,January
3923,OR,8223.0,No,Premium,Bachelor,Employed,M,95102,Rural,Married,101,6.0,73,0.0,8,Corporate Auto,Corporate L3,Offer3,Web,94.0,Four-Door Car,Medsize,January
3924,CA,8903.0,No,Basic,Bachelor,Employed,M,46833,Rural,Married,112,6.0,3,0.0,9,Personal Auto,Personal L3,Offer1,Call Center,64.0,Sports Car,Medsize,January
3925,AZ,27790.0,Yes,Extended,Bachelor,Employed,F,33806,Urban,Divorced,89,32.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Web,396.0,Four-Door Car,Medsize,January
3926,OR,5533.0,No,Basic,Bachelor,Employed,M,91212,Urban,Married,69,9.0,92,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,270.0,Two-Door Car,Medsize,January
3927,CA,2925.0,No,Basic,College,Employed,F,64459,Urban,Married,72,16.0,64,0.0,1,Personal Auto,Personal L1,Offer2,Branch,240.0,Four-Door Car,Medsize,January
3928,OR,4529.0,No,Basic,College,Unemployed,F,0,Urban,Married,62,22.0,57,0.0,9,Special Auto,Special L3,Offer3,Agent,271.0,Four-Door Car,Medsize,February
3929,OR,2894.0,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,85,3.0,53,0.0,1,Personal Auto,Personal L3,Offer3,Agent,408.0,Four-Door Car,Medsize,February
3930,AZ,4281.0,No,Basic,Bachelor,Employed,F,52679,Suburban,Divorced,110,25.0,21,2.0,1,Personal Auto,Personal L2,Offer2,Branch,528.0,Sports Car,Medsize,February
3931,WA,6049.0,No,Basic,College,Unemployed,F,0,Suburban,Married,61,17.0,71,3.0,2,Corporate Auto,Corporate L1,Offer3,Agent,293.0,Four-Door Car,Medsize,January
3932,OR,2653.0,No,Basic,Bachelor,Employed,M,82655,Suburban,Married,66,8.0,93,0.0,1,Personal Auto,Personal L2,Offer2,Web,317.0,Two-Door Car,Medsize,January
3933,AZ,4196.0,No,Basic,Bachelor,Employed,F,24641,Suburban,Married,105,12.0,82,0.0,1,Personal Auto,Personal L2,Offer2,Agent,504.0,SUV,Medsize,February
3934,NV,6140.0,No,Extended,College,Employed,F,34112,Suburban,Married,77,32.0,68,0.0,6,Personal Auto,Personal L3,Offer2,Branch,370.0,Four-Door Car,Small,January
3935,OR,6869.0,No,Basic,College,Unemployed,F,0,Suburban,Single,69,18.0,71,2.0,2,Corporate Auto,Corporate L2,Offer2,Branch,331.0,Four-Door Car,Medsize,February
3936,AZ,19185.0,No,Extended,Bachelor,Employed,M,35322,Rural,Married,244,4.0,33,0.0,5,Personal Auto,Personal L3,Offer1,Agent,77.0,Luxury Car,Small,February
3937,OR,23142.0,No,Premium,College,Unemployed,F,0,Suburban,Single,105,16.0,16,0.0,2,Personal Auto,Personal L2,Offer1,Agent,565.0,Four-Door Car,Medsize,January
3938,CA,5361.0,No,Basic,High School or Below,Employed,M,24254,Suburban,Married,68,11.0,84,0.0,5,Personal Auto,Personal L3,Offer4,Agent,326.0,Four-Door Car,Medsize,January
3939,CA,7525.0,No,Basic,Bachelor,Employed,M,36580,Suburban,Married,64,20.0,76,1.0,2,Personal Auto,Personal L3,Offer2,Agent,461.0,Four-Door Car,Small,February
3940,OR,8342.0,No,Premium,College,Unemployed,M,0,Suburban,Divorced,118,15.0,77,0.0,4,Personal Auto,Personal L2,Offer1,Agent,566.0,Four-Door Car,Medsize,January
3941,WA,19690.0,No,Basic,College,Employed,F,36032,Suburban,Divorced,70,11.0,39,0.0,2,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Small,January
3942,WA,9192.0,No,Basic,High School or Below,Employed,M,77603,Suburban,Married,114,10.0,83,0.0,8,Personal Auto,Personal L1,Offer2,Call Center,547.0,SUV,Medsize,January
3943,CA,25586.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,116,0.0,45,0.0,2,Corporate Auto,Corporate L1,Offer2,Call Center,831.0,SUV,Medsize,February
3944,CA,13728.0,Yes,Extended,College,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Special Auto,Special L3,Offer1,Agent,605.0,SUV,Medsize,January
3945,CA,5228.0,No,Basic,High School or Below,Employed,F,70988,Suburban,Married,65,3.0,82,0.0,7,Personal Auto,Personal L1,Offer3,Web,312.0,Four-Door Car,Medsize,January
3946,CA,11096.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,101,10.0,48,0.0,2,Personal Auto,Personal L3,Offer1,Agent,727.0,SUV,Medsize,January
3947,OR,4341.0,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,124,6.0,34,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,595.0,SUV,Medsize,February
3948,CA,4316.0,No,Basic,Bachelor,Employed,F,41252,Urban,Married,109,25.0,31,0.0,1,Personal Auto,Personal L3,Offer2,Branch,514.0,SUV,Medsize,February
3949,OR,2552.0,No,Basic,High School or Below,Employed,M,75740,Rural,Married,64,13.0,11,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,129.0,Two-Door Car,Medsize,February
3950,CA,2436.0,No,Basic,Bachelor,Employed,F,40921,Rural,Married,62,0.0,50,2.0,1,Corporate Auto,Corporate L2,Offer3,Agent,11.0,Four-Door Car,Medsize,January
3951,NV,7665.0,No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,107,14.0,90,0.0,3,Personal Auto,Personal L3,Offer1,Agent,770.0,Four-Door Car,Medsize,January
3952,WA,2859.0,No,Extended,Master,Unemployed,F,0,Urban,Married,83,25.0,91,4.0,1,Corporate Auto,Corporate L2,Offer4,Branch,355.0,Four-Door Car,Medsize,January
3953,CA,4062.0,No,Premium,Bachelor,Employed,M,70129,Rural,Married,103,24.0,57,1.0,1,Personal Auto,Personal L2,Offer1,Branch,130.0,Four-Door Car,Medsize,January
3954,CA,10154.0,No,Extended,College,Unemployed,M,0,Suburban,Married,90,33.0,75,0.0,2,Corporate Auto,Corporate L1,Offer1,Call Center,432.0,Four-Door Car,Large,February
3955,CA,5671.0,No,Basic,High School or Below,Employed,F,69668,Rural,Married,70,34.0,33,0.0,4,Corporate Auto,Corporate L2,Offer1,Branch,65.0,Two-Door Car,Large,February
3956,CA,2921.0,No,Basic,Bachelor,Employed,F,62018,Rural,Married,73,2.0,59,0.0,1,Corporate Auto,Corporate L1,Offer4,Web,90.0,Two-Door Car,Medsize,January
3957,CA,2725.0,Yes,Basic,Master,Employed,F,36650,Rural,Married,69,2.0,70,1.0,1,Personal Auto,Personal L3,Offer2,Web,57.0,Four-Door Car,Large,January
3958,AZ,8045.0,Yes,Basic,Bachelor,Employed,M,71391,Urban,Married,67,29.0,39,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,284.0,Four-Door Car,Medsize,February
3959,OR,5793.0,No,Basic,Bachelor,Employed,M,95733,Suburban,Married,72,19.0,82,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,475.0,Two-Door Car,Small,February
3960,CA,13610.0,No,Basic,College,Employed,M,50144,Suburban,Married,114,0.0,35,0.0,2,Personal Auto,Personal L3,Offer2,Web,787.0,SUV,Medsize,February
3961,AZ,4270.0,Yes,Extended,College,Unemployed,M,0,Suburban,Married,122,27.0,2,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,726.0,SUV,Medsize,January
3962,AZ,4277.0,No,Basic,Bachelor,Disabled,M,18768,Suburban,Single,68,19.0,53,3.0,3,Corporate Auto,Corporate L3,Offer1,Agent,647.0,Four-Door Car,Medsize,January
3963,CA,2945.0,No,Basic,Master,Employed,F,87274,Suburban,Married,73,2.0,30,1.0,1,Personal Auto,Personal L2,Offer2,Agent,350.0,Four-Door Car,Medsize,January
3964,WA,26122.0,No,Extended,Master,Employed,M,83385,Suburban,Divorced,131,26.0,77,2.0,2,Personal Auto,Personal L3,Offer3,Web,704.0,SUV,Medsize,January
3965,CA,7124.0,No,Basic,College,Disabled,F,16139,Suburban,Married,62,19.0,69,0.0,2,Personal Auto,Personal L3,Offer1,Branch,298.0,Four-Door Car,Large,February
3966,OR,9002.0,No,Premium,High School or Below,Employed,M,61374,Rural,Married,113,5.0,27,0.0,3,Corporate Auto,Corporate L1,Offer2,Call Center,210.0,Two-Door Car,Medsize,February
3967,NV,5202.0,No,Basic,Master,Employed,M,94186,Rural,Married,64,20.0,50,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,135.0,Four-Door Car,Medsize,January
3968,OR,5073.0,Yes,Extended,Doctor,Employed,M,57709,Suburban,Married,125,10.0,26,0.0,1,Personal Auto,Personal L1,Offer2,Branch,600.0,SUV,Medsize,January
3969,CA,18131.0,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,82,29.0,23,1.0,2,Personal Auto,Personal L2,Offer3,Call Center,394.0,Four-Door Car,Large,January
3970,AZ,13728.0,Yes,Extended,College,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L2,Offer1,Agent,605.0,SUV,Medsize,January
3971,CA,17498.0,Yes,Basic,College,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Personal Auto,Personal L3,Offer1,Agent,350.0,Two-Door Car,Medsize,February
3972,AZ,8738.0,No,Premium,Bachelor,Employed,M,43597,Suburban,Married,110,20.0,24,0.0,6,Personal Auto,Personal L3,Offer1,Agent,528.0,Two-Door Car,Medsize,January
3973,CA,5257.0,No,Basic,High School or Below,Employed,M,56154,Suburban,Single,67,6.0,26,0.0,4,Personal Auto,Personal L3,Offer3,Web,386.0,Two-Door Car,Small,January
3974,CA,4095.0,No,Basic,College,Employed,F,32180,Suburban,Married,103,3.0,28,0.0,1,Special Auto,Special L2,Offer3,Call Center,559.0,Sports Car,Small,January
