,state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
4031,North_West,5060.0,No,Basic,Bachelor,Employed,M,41869,Urban,Married,64,5.0,52,0.0,3,Personal Auto,Personal,Offer2,Web,262.0,Two-Door Car,Medsize,January
4032,North_West,2431.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,67,1.0,19,0.0,1,Special Auto,Special,Offer4,Call Center,322.0,Four-Door Car,Medsize,February
4033,North_West,7381.0,No,Extended,Master,Employed,F,65706,Suburban,Married,91,19.0,86,0.0,3,Personal Auto,Personal,Offer2,Web,437.0,Four-Door Car,Small,February
4034,West,7608.0,No,Basic,College,Employed,F,31456,Rural,Single,199,5.0,61,0.0,1,Personal Auto,Personal,Offer1,Branch,437.0,Luxury Car,Medsize,February
4035,Central,6285.0,No,Extended,College,Employed,M,32390,Rural,Married,80,20.0,36,0.0,3,Personal Auto,Personal,Offer1,Call Center,91.0,Four-Door Car,Medsize,February
4036,Central,5533.0,No,Basic,Bachelor,Employed,M,23241,Suburban,Married,70,11.0,14,0.0,3,Personal Auto,Personal,Offer2,Agent,504.0,Two-Door Car,Small,February
4037,Central,4198.0,No,Basic,High School or Below,Employed,M,30598,Suburban,Married,106,13.0,21,0.0,1,Personal Auto,Personal,Offer3,Agent,509.0,Four-Door Car,Medsize,February
4038,North_West,12496.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,61,32.0,85,0.0,2,Corporate Auto,Corporate,Offer3,Agent,293.0,Two-Door Car,Medsize,February
4039,North_West,8824.0,No,Basic,High School or Below,Employed,M,75741,Rural,Married,109,31.0,59,0.0,3,Corporate Auto,Corporate,Offer3,Agent,217.0,Four-Door Car,Small,February
4040,Central,20468.0,No,Basic,High School or Below,Employed,M,89025,Urban,Married,64,32.0,10,0.0,2,Personal Auto,Personal,Offer3,Branch,179.0,Four-Door Car,Large,January
4041,West,21923.0,No,Basic,Bachelor,Employed,M,81197,Rural,Married,109,2.0,42,0.0,2,Personal Auto,Personal,Offer2,Branch,95.0,Sports Car,Small,January
4042,West,14245.0,No,Extended,Bachelor,Employed,F,31189,Suburban,Single,122,18.0,10,0.0,2,Personal Auto,Personal,Offer2,Agent,586.0,Sports Car,Large,February
4043,West,4503.0,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,129,10.0,11,0.0,1,Personal Auto,Personal,Offer1,Agent,1486.0,Four-Door Car,Medsize,January
4044,East,4297.0,No,Premium,Bachelor,Employed,M,86860,Suburban,Married,107,13.0,29,0.0,1,Personal Auto,Personal,Offer2,Call Center,514.0,Four-Door Car,Small,February
4045,West,9200.0,No,Extended,College,Unemployed,F,0,Suburban,Divorced,80,10.0,11,0.0,2,Personal Auto,Personal,Offer1,Branch,573.0,Four-Door Car,Medsize,January
4046,West,2130.0,No,Basic,College,Unemployed,M,0,Suburban,Single,62,16.0,79,0.0,1,Corporate Auto,Corporate,Offer1,Branch,446.0,Two-Door Car,Medsize,January
4047,West,7377.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,105,31.0,85,0.0,3,Corporate Auto,Corporate,Offer2,Agent,756.0,Four-Door Car,Medsize,February
4048,Central,4624.0,No,Basic,High School or Below,Employed,M,97065,Suburban,Single,117,10.0,0,0.0,1,Personal Auto,Personal,Offer4,Branch,562.0,Four-Door Car,Medsize,January
4049,Central,4713.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,69,7.0,90,0.0,3,Personal Auto,Personal,Offer1,Agent,807.0,Four-Door Car,Medsize,January
4050,Central,4575.0,No,Basic,College,Unemployed,F,0,Suburban,Single,63,3.0,5,0.0,3,Personal Auto,Personal,Offer1,Agent,454.0,Four-Door Car,Small,February
4051,West,2812.0,No,Basic,Master,Employed,F,62537,Suburban,Divorced,71,19.0,64,1.0,1,Personal Auto,Personal,Offer1,Branch,354.0,Two-Door Car,Medsize,February
4052,North_West,13270.0,No,Basic,Bachelor,Medical Leave,F,15616,Suburban,Married,114,20.0,96,1.0,2,Personal Auto,Personal,Offer1,Agent,547.0,Four-Door Car,Medsize,January
4053,East,4605.0,Yes,Basic,College,Medical Leave,F,22571,Suburban,Single,63,29.0,51,0.0,3,Personal Auto,Personal,Offer2,Web,302.0,Four-Door Car,Large,January
4054,North_West,7028.0,No,Basic,College,Unemployed,M,0,Suburban,Single,102,11.0,90,0.0,3,Personal Auto,Personal,Offer2,Agent,490.0,Four-Door Car,Medsize,January
4055,North_West,8093.0,Yes,Basic,College,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Corporate Auto,Corporate,Offer1,Agent,370.0,Four-Door Car,Medsize,February
4056,East,3868.0,No,Extended,College,Employed,F,79628,Suburban,Single,98,6.0,4,0.0,1,Personal Auto,Personal,Offer4,Branch,470.0,Four-Door Car,Medsize,February
4057,West,8169.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,116,10.0,99,0.0,3,Corporate Auto,Corporate,Offer1,Branch,835.0,Sports Car,Medsize,January
4058,North_West,18532.0,No,Basic,College,Unemployed,M,0,Suburban,Single,70,1.0,30,0.0,2,Corporate Auto,Corporate,Offer4,Branch,504.0,Four-Door Car,Small,January
4059,West,23595.0,Yes,Basic,Bachelor,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal,Offer3,Agent,86.0,Four-Door Car,Medsize,January
4060,North_West,10175.0,No,Extended,College,Unemployed,M,0,Suburban,Single,99,15.0,84,0.0,2,Corporate Auto,Corporate,Offer1,Branch,831.0,Two-Door Car,Medsize,January
4061,North_West,5065.0,No,Basic,College,Employed,M,26733,Urban,Single,66,7.0,55,0.0,3,Personal Auto,Personal,Offer2,Web,219.0,Four-Door Car,Medsize,January
4062,West,2439.0,No,Basic,Bachelor,Employed,F,80927,Urban,Single,62,25.0,8,0.0,1,Personal Auto,Personal,Offer2,Branch,212.0,Two-Door Car,Medsize,February
4063,West,4975.0,No,Extended,Master,Employed,F,44723,Urban,Married,124,26.0,3,0.0,1,Personal Auto,Personal,Offer1,Call Center,341.0,Four-Door Car,Medsize,January
4064,West,3865.0,No,Extended,Bachelor,Employed,M,24204,Suburban,Married,99,25.0,41,1.0,1,Personal Auto,Personal,Offer2,Branch,707.0,Four-Door Car,Medsize,February
4065,Central,4218.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,62,19.0,75,0.0,3,Personal Auto,Personal,Offer1,Branch,446.0,Two-Door Car,Small,January
4066,West,4416.0,No,Basic,College,Employed,M,25480,Urban,Married,117,26.0,49,3.0,1,Personal Auto,Personal,Offer4,Web,487.0,Four-Door Car,Small,January
4067,West,5169.0,Yes,Basic,High School or Below,Medical Leave,M,12430,Suburban,Single,73,22.0,13,0.0,3,Personal Auto,Personal,Offer2,Call Center,350.0,Four-Door Car,Medsize,February
4068,West,5195.0,No,Basic,College,Employed,M,51883,Suburban,Married,66,8.0,99,0.0,3,Personal Auto,Personal,Offer2,Call Center,624.0,Two-Door Car,Small,January
4069,Central,4727.0,Yes,Extended,Bachelor,Medical Leave,F,13037,Suburban,Married,124,28.0,49,0.0,1,Personal Auto,Personal,Offer2,Agent,839.0,Four-Door Car,Small,January
4070,North_West,2301.0,Yes,Basic,Bachelor,Retired,M,25905,Suburban,Divorced,63,21.0,12,0.0,1,Personal Auto,Personal,Offer1,Agent,302.0,Four-Door Car,Large,January
4071,East,3700.0,No,Extended,Bachelor,Medical Leave,F,12287,Suburban,Single,99,11.0,49,0.0,1,Personal Auto,Personal,Offer2,Call Center,713.0,Four-Door Car,Small,February
4072,West,5041.0,No,Basic,Bachelor,Disabled,F,22350,Suburban,Married,66,9.0,3,0.0,3,Corporate Auto,Corporate,Offer1,Agent,317.0,Two-Door Car,Large,January
4073,Central,7077.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,68,8.0,9,0.0,2,Corporate Auto,Corporate,Offer1,Branch,490.0,Two-Door Car,Large,February
4074,North_West,34931.0,No,Premium,College,Employed,M,35005,Suburban,Married,295,14.0,46,0.0,2,Personal Auto,Personal,Offer2,Web,1416.0,Luxury Car,Small,February
4075,North_West,2847.0,No,Basic,Bachelor,Employed,F,66880,Suburban,Married,71,7.0,54,0.0,1,Personal Auto,Personal,Offer4,Branch,341.0,Four-Door Car,Medsize,January
4076,East,3046.0,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,98,4.0,43,2.0,1,Personal Auto,Personal,Offer1,Branch,706.0,Four-Door Car,Small,January
4077,North_West,4348.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,20.0,9,0.0,3,Corporate Auto,Corporate,Offer1,Agent,676.0,Four-Door Car,Small,February
4078,North_West,10391.0,No,Extended,College,Employed,F,28948,Rural,Married,131,7.0,57,0.0,3,Corporate Auto,Corporate,Offer1,Call Center,296.0,Four-Door Car,Medsize,January
4079,West,6020.0,No,Extended,College,Unemployed,M,0,Suburban,Single,92,3.0,28,0.0,3,Personal Auto,Personal,Offer1,Agent,662.0,Four-Door Car,Medsize,January
4080,West,8081.0,No,Basic,College,Employed,M,85210,Rural,Single,68,34.0,9,0.0,2,Personal Auto,Personal,Offer3,Branch,33.0,Two-Door Car,Medsize,January
4081,West,3659.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,34.0,39,0.0,1,Personal Auto,Personal,Offer2,Web,763.0,Four-Door Car,Medsize,February
4082,West,2595.0,No,Basic,College,Retired,F,25925,Suburban,Married,72,5.0,85,3.0,1,Corporate Auto,Corporate,Offer2,Web,661.0,Two-Door Car,Small,February
4083,Central,6279.0,No,Extended,Bachelor,Employed,M,47669,Suburban,Married,80,16.0,84,0.0,3,Personal Auto,Personal,Offer2,Branch,384.0,Four-Door Car,Small,February
4084,West,8477.0,No,Premium,High School or Below,Employed,F,55217,Suburban,Married,107,9.0,9,2.0,3,Personal Auto,Personal,Offer1,Branch,696.0,Two-Door Car,Medsize,February
4085,North_West,2424.0,No,Basic,College,Employed,M,27093,Suburban,Married,61,10.0,19,0.0,1,Personal Auto,Personal,Offer3,Branch,293.0,Four-Door Car,Medsize,January
4086,Central,2968.0,No,Basic,College,Employed,M,91646,Rural,Married,74,12.0,10,0.0,1,Corporate Auto,Corporate,Offer2,Branch,58.0,Two-Door Car,Medsize,February
4087,North_West,7475.0,No,Basic,College,Employed,M,44186,Urban,Married,64,9.0,96,2.0,2,Personal Auto,Personal,Offer1,Agent,295.0,Four-Door Car,Medsize,January
4088,West,12751.0,No,Basic,Bachelor,Employed,F,33235,Rural,Single,110,18.0,79,0.0,2,Personal Auto,Personal,Offer1,Call Center,114.0,Four-Door Car,Small,February
4089,West,2332.0,No,Basic,College,Unemployed,M,0,Suburban,Single,67,4.0,99,0.0,1,Corporate Auto,Corporate,Offer3,Web,482.0,Four-Door Car,Small,February
4090,West,2677.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,72,29.0,86,0.0,1,Personal Auto,Personal,Offer1,Branch,346.0,Four-Door Car,Medsize,February
4091,West,4466.0,No,Basic,College,Unemployed,M,0,Suburban,Single,64,25.0,33,0.0,3,Personal Auto,Personal,Offer1,Call Center,307.0,Four-Door Car,Medsize,January
4092,North_West,7256.0,No,Extended,Doctor,Employed,F,39786,Urban,Married,91,2.0,91,1.0,3,Personal Auto,Personal,Offer1,Web,366.0,Four-Door Car,Medsize,January
4093,Central,2885.0,No,Basic,Bachelor,Employed,M,63438,Rural,Married,72,32.0,67,0.0,1,Personal Auto,Personal,Offer2,Branch,37.0,Two-Door Car,Medsize,January
4094,Central,4985.0,Yes,Basic,Bachelor,Employed,M,86305,Rural,Married,62,1.0,99,0.0,3,Corporate Auto,Corporate,Offer2,Call Center,81.0,Four-Door Car,Medsize,January
4095,Central,9701.0,No,Extended,College,Employed,F,45668,Urban,Married,80,7.0,55,0.0,2,Personal Auto,Personal,Offer2,Branch,345.0,Four-Door Car,Medsize,January
4096,West,3189.0,No,Extended,High School or Below,Employed,F,81081,Urban,Married,79,20.0,25,0.0,1,Personal Auto,Personal,Offer2,Agent,225.0,Two-Door Car,Medsize,January
4097,West,6073.0,No,Extended,Bachelor,Retired,M,22103,Suburban,Divorced,89,4.0,74,1.0,3,Personal Auto,Personal,Offer2,Call Center,427.0,Four-Door Car,Medsize,February
4098,North_West,7145.0,No,Extended,College,Employed,F,92681,Suburban,Divorced,91,8.0,23,3.0,3,Personal Auto,Personal,Offer3,Web,437.0,Four-Door Car,Medsize,February
4099,Central,5936.0,No,Extended,College,Unemployed,F,0,Suburban,Single,84,31.0,25,0.0,3,Personal Auto,Personal,Offer3,Call Center,980.0,Four-Door Car,Medsize,January
4100,North_West,9667.0,No,Extended,Master,Employed,M,72885,Rural,Divorced,124,35.0,88,2.0,3,Personal Auto,Personal,Offer1,Branch,234.0,Four-Door Car,Medsize,January
4101,North_West,6188.0,No,Extended,High School or Below,Employed,M,40352,Suburban,Married,77,31.0,33,0.0,3,Corporate Auto,Corporate,Offer1,Web,406.0,Four-Door Car,Small,February
4102,West,8946.0,No,Basic,College,Employed,M,83761,Rural,Married,112,16.0,70,0.0,3,Corporate Auto,Corporate,Offer1,Web,270.0,Four-Door Car,Medsize,January
4103,West,5345.0,No,Basic,Master,Employed,M,22908,Suburban,Married,68,30.0,19,0.0,3,Personal Auto,Personal,Offer3,Call Center,388.0,Four-Door Car,Small,February
4104,North_West,5839.0,Yes,Basic,High School or Below,Employed,M,81082,Urban,Married,73,5.0,85,0.0,3,Personal Auto,Personal,Offer2,Agent,281.0,Four-Door Car,Large,January
4105,West,2162.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,67,33.0,75,2.0,1,Corporate Auto,Corporate,Offer2,Call Center,482.0,Two-Door Car,Medsize,February
4106,West,4319.0,No,Basic,Bachelor,Disabled,F,11811,Suburban,Married,110,20.0,20,0.0,1,Personal Auto,Personal,Offer2,Branch,809.0,Sports Car,Small,February
4107,West,7840.0,Yes,Extended,College,Employed,M,58414,Suburban,Single,210,7.0,24,2.0,1,Personal Auto,Personal,Offer2,Agent,1008.0,Luxury Car,Small,January
4108,East,22659.0,Yes,Basic,Bachelor,Retired,M,23665,Suburban,Married,67,19.0,50,0.0,2,Personal Auto,Personal,Offer1,Branch,405.0,Four-Door Car,Medsize,January
4109,East,9939.0,No,Extended,Bachelor,Disabled,M,13207,Urban,Married,137,16.0,82,2.0,3,Personal Auto,Personal,Offer1,Agent,393.0,Four-Door Car,Medsize,January
4110,West,2788.0,No,Basic,High School or Below,Employed,M,34927,Urban,Married,70,5.0,2,0.0,1,Personal Auto,Personal,Offer4,Web,242.0,Two-Door Car,Large,January
4111,North_West,7981.0,No,Basic,College,Employed,F,40639,Urban,Married,67,21.0,77,0.0,2,Personal Auto,Personal,Offer4,Branch,302.0,Four-Door Car,Medsize,January
4112,North_West,2744.0,No,Basic,Bachelor,Employed,M,79192,Suburban,Divorced,70,11.0,74,0.0,1,Personal Auto,Personal,Offer2,Call Center,336.0,Two-Door Car,Small,February
4113,Central,2715.0,No,Basic,Bachelor,Employed,M,88545,Suburban,Married,68,25.0,33,0.0,1,Personal Auto,Personal,Offer3,Call Center,374.0,Four-Door Car,Large,February
4114,Central,4878.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,66,4.0,30,0.0,3,Personal Auto,Personal,Offer2,Agent,420.0,Two-Door Car,Medsize,January
4115,West,32725.0,No,Extended,Master,Employed,F,39894,Urban,Married,134,23.0,87,0.0,2,Corporate Auto,Corporate,Offer3,Branch,411.0,Four-Door Car,Medsize,January
4116,Central,30592.0,No,Extended,Bachelor,Retired,F,11276,Suburban,Married,91,22.0,10,1.0,2,Corporate Auto,Corporate,Offer1,Agent,437.0,Four-Door Car,Medsize,January
4117,North_West,8626.0,No,Basic,High School or Below,Employed,F,50446,Suburban,Married,74,28.0,50,4.0,2,Personal Auto,Personal,Offer4,Web,355.0,Four-Door Car,Medsize,January
4118,Central,2479.0,No,Basic,College,Employed,M,81721,Rural,Single,63,11.0,5,0.0,1,Personal Auto,Personal,Offer2,Web,134.0,Four-Door Car,Large,January
4119,West,17636.0,No,Basic,High School or Below,Employed,F,37109,Suburban,Married,63,7.0,70,0.0,2,Corporate Auto,Corporate,Offer1,Agent,302.0,Two-Door Car,Medsize,February
4120,West,4775.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,64,34.0,47,0.0,3,Personal Auto,Personal,Offer2,Agent,307.0,Four-Door Car,Small,February
4121,Central,3764.0,No,Extended,Bachelor,Employed,F,92600,Suburban,Single,94,9.0,48,0.0,1,Corporate Auto,Corporate,Offer3,Web,842.0,Two-Door Car,Small,February
4122,Central,5130.0,No,Basic,Bachelor,Employed,M,86148,Suburban,Married,65,19.0,51,2.0,3,Personal Auto,Personal,Offer4,Agent,312.0,Four-Door Car,Small,January
4123,North_West,2548.0,No,Basic,College,Employed,F,22050,Suburban,Divorced,66,9.0,47,0.0,1,Personal Auto,Personal,Offer3,Call Center,317.0,Four-Door Car,Medsize,February
4124,North_West,8009.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,107,5.0,8,0.0,3,Personal Auto,Personal,Offer2,Web,741.0,Four-Door Car,Small,January
4125,North_West,2592.0,Yes,Basic,High School or Below,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal,Offer2,Call Center,312.0,Four-Door Car,Small,January
4126,North_West,8543.0,No,Basic,Bachelor,Employed,M,99180,Rural,Married,106,15.0,20,0.0,3,Personal Auto,Personal,Offer3,Branch,34.0,Four-Door Car,Small,January
4127,Central,2590.0,No,Basic,High School or Below,Employed,M,22398,Suburban,Married,67,23.0,76,2.0,1,Personal Auto,Personal,Offer1,Agent,322.0,Four-Door Car,Large,January
4128,West,8829.0,No,Premium,High School or Below,Employed,F,86721,Urban,Divorced,110,20.0,99,1.0,3,Corporate Auto,Corporate,Offer1,Agent,373.0,Two-Door Car,Medsize,February
4129,West,12169.0,Yes,Basic,Bachelor,Retired,M,14973,Suburban,Divorced,115,2.0,75,0.0,2,Personal Auto,Personal,Offer1,Branch,828.0,Four-Door Car,Medsize,February
4130,North_West,23144.0,No,Basic,High School or Below,Employed,M,59821,Suburban,Married,193,12.0,6,0.0,2,Personal Auto,Personal,Offer3,Branch,1390.0,Luxury Car,Medsize,February
4131,West,14710.0,No,Extended,College,Disabled,M,22872,Suburban,Married,131,14.0,18,2.0,2,Personal Auto,Personal,Offer3,Web,755.0,Four-Door Car,Small,February
4132,North_West,6395.0,No,Extended,Bachelor,Employed,F,72667,Urban,Married,80,2.0,58,0.0,3,Personal Auto,Personal,Offer1,Agent,383.0,Four-Door Car,Large,January
4133,West,4463.0,Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,3,Corporate Auto,Corporate,Offer1,Web,350.0,Two-Door Car,Medsize,January
4134,Central,7457.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,198,18.0,55,1.0,1,Personal Auto,Personal,Offer1,Branch,1578.0,Luxury Car,Small,February
4135,West,3045.0,No,Extended,High School or Below,Employed,F,53441,Suburban,Married,76,11.0,78,0.0,1,Personal Auto,Personal,Offer4,Agent,365.0,Two-Door Car,Medsize,January
4136,Central,7234.0,No,Extended,High School or Below,Employed,F,94550,Suburban,Single,90,0.0,93,0.0,3,Personal Auto,Personal,Offer2,Agent,432.0,Four-Door Car,Small,January
4137,West,8395.0,No,Basic,College,Employed,M,62989,Urban,Divorced,71,3.0,18,1.0,2,Personal Auto,Personal,Offer1,Web,319.0,Four-Door Car,Medsize,January
4138,Central,5990.0,Yes,Premium,College,Employed,M,66839,Suburban,Single,154,33.0,24,0.0,1,Personal Auto,Personal,Offer2,Branch,739.0,Sports Car,Medsize,January
4139,North_West,5666.0,No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,77,17.0,54,0.0,3,Personal Auto,Personal,Offer1,Web,534.0,Four-Door Car,Medsize,February
4140,West,9498.0,No,Extended,College,Unemployed,F,0,Suburban,Single,90,13.0,52,0.0,2,Personal Auto,Personal,Offer4,Call Center,432.0,Two-Door Car,Medsize,February
4141,North_West,9600.0,No,Extended,College,Unemployed,M,0,Suburban,Single,131,6.0,52,0.0,3,Personal Auto,Personal,Offer2,Web,943.0,Four-Door Car,Small,January
4142,North_West,7706.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,107,15.0,63,0.0,3,Personal Auto,Personal,Offer1,Agent,1268.0,Sports Car,Medsize,January
4143,West,9036.0,Yes,Premium,High School or Below,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,3,Special Auto,Special,Offer2,Web,542.0,Four-Door Car,Large,January
4144,West,3924.0,No,Basic,College,Employed,M,56480,Suburban,Single,101,32.0,65,0.0,1,Corporate Auto,Corporate,Offer3,Branch,618.0,Four-Door Car,Medsize,January
4145,West,7836.0,No,Basic,Master,Employed,F,49390,Urban,Married,195,31.0,15,0.0,1,Personal Auto,Personal,Offer4,Call Center,738.0,Luxury Car,Medsize,January
4146,North_West,8382.0,Yes,Basic,Bachelor,Employed,M,25998,Suburban,Married,71,16.0,38,0.0,2,Personal Auto,Personal,Offer2,Call Center,792.0,Four-Door Car,Medsize,January
4147,North_West,9776.0,No,Extended,Bachelor,Employed,M,55632,Urban,Single,123,35.0,98,0.0,3,Personal Auto,Personal,Offer1,Agent,479.0,Four-Door Car,Medsize,February
4148,North_West,12037.0,Yes,Basic,Bachelor,Employed,M,44428,Suburban,Single,104,17.0,61,0.0,2,Corporate Auto,Corporate,Offer1,Call Center,499.0,Four-Door Car,Medsize,February
4149,Central,16728.0,No,Basic,Bachelor,Employed,M,30915,Suburban,Married,72,1.0,6,2.0,2,Personal Auto,Personal,Offer1,Branch,346.0,Four-Door Car,Large,January
4150,Central,10657.0,Yes,Extended,Bachelor,Employed,F,72540,Suburban,Married,88,7.0,3,0.0,2,Personal Auto,Personal,Offer2,Call Center,632.0,Two-Door Car,Medsize,February
4151,West,2336.0,No,Basic,College,Disabled,F,21564,Rural,Married,61,11.0,61,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,49.0,Two-Door Car,Large,February
4152,Central,4692.0,No,Basic,Bachelor,Employed,F,82534,Rural,Single,118,15.0,56,0.0,1,Personal Auto,Personal,Offer1,Agent,4.0,Four-Door Car,Medsize,January
4153,North_West,3536.0,No,Extended,Doctor,Employed,F,28248,Suburban,Single,90,25.0,89,0.0,1,Personal Auto,Personal,Offer2,Branch,634.0,Four-Door Car,Small,February
4154,Central,4327.0,No,Basic,High School or Below,Employed,M,69040,Suburban,Married,108,4.0,88,0.0,1,Corporate Auto,Corporate,Offer1,Call Center,518.0,Sports Car,Small,February
4155,East,5201.0,No,Extended,Bachelor,Employed,M,67001,Urban,Single,131,7.0,36,0.0,1,Personal Auto,Personal,Offer3,Web,463.0,Four-Door Car,Medsize,February
4156,Central,2410.0,No,Basic,Bachelor,Medical Leave,M,16258,Suburban,Married,64,13.0,84,0.0,1,Personal Auto,Personal,Offer3,Branch,307.0,Two-Door Car,Medsize,February
4157,North_West,9929.0,No,Extended,High School or Below,Employed,F,75425,Suburban,Married,123,3.0,49,0.0,3,Personal Auto,Personal,Offer1,Branch,824.0,Sports Car,Large,January
4158,West,18732.0,No,Basic,College,Employed,F,70187,Suburban,Married,117,4.0,61,0.0,2,Personal Auto,Personal,Offer3,Call Center,632.0,Sports Car,Medsize,February
4159,Central,7540.0,No,Basic,College,Unemployed,M,0,Suburban,Single,74,23.0,64,0.0,2,Personal Auto,Personal,Offer1,Branch,533.0,Four-Door Car,Large,February
4160,East,10393.0,No,Extended,Bachelor,Employed,M,93495,Urban,Married,129,8.0,0,0.0,3,Personal Auto,Personal,Offer1,Agent,618.0,Four-Door Car,Medsize,February
4161,Central,7224.0,No,Basic,College,Unemployed,M,0,Urban,Married,72,27.0,21,2.0,2,Personal Auto,Personal,Offer1,Agent,297.0,Two-Door Car,Medsize,January
4162,Central,5595.0,Yes,Basic,High School or Below,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Corporate Auto,Corporate,Offer2,Call Center,341.0,Four-Door Car,Medsize,February
4163,West,8168.0,No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,117,5.0,27,0.0,3,Personal Auto,Personal,Offer1,Call Center,842.0,Two-Door Car,Medsize,February
4164,North_West,9706.0,No,Extended,College,Employed,F,23649,Urban,Married,122,2.0,69,0.0,3,Personal Auto,Personal,Offer1,Branch,536.0,Four-Door Car,Large,February
4165,Central,5470.0,Yes,Extended,Bachelor,Employed,F,54507,Suburban,Married,138,20.0,11,0.0,1,Personal Auto,Personal,Offer2,Agent,703.0,Four-Door Car,Medsize,February
4166,North_West,2619.0,Yes,Basic,Bachelor,Employed,M,78618,Urban,Divorced,66,7.0,56,0.0,1,Special Auto,Special,Offer1,Agent,226.0,Two-Door Car,Medsize,February
4167,North_West,7519.0,Yes,Extended,High School or Below,Employed,M,96306,Rural,Divorced,95,12.0,17,1.0,3,Special Auto,Special,Offer1,Agent,185.0,Four-Door Car,Medsize,February
4168,Central,5180.0,No,Basic,Bachelor,Employed,F,35143,Urban,Married,65,31.0,37,0.0,3,Corporate Auto,Corporate,Offer1,Agent,171.0,Four-Door Car,Medsize,January
4169,East,43027.0,No,Basic,Master,Employed,M,59349,Rural,Married,119,15.0,41,0.0,2,Personal Auto,Personal,Offer2,Web,222.0,Four-Door Car,Medsize,January
4170,West,7673.0,No,Premium,High School or Below,Unemployed,M,0,Suburban,Married,103,17.0,56,0.0,3,Personal Auto,Personal,Offer3,Branch,519.0,Four-Door Car,Medsize,February
4171,West,5780.0,Yes,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,3,Personal Auto,Personal,Offer2,Call Center,788.0,Four-Door Car,Medsize,February
4172,Central,12878.0,No,Premium,Bachelor,Unemployed,M,0,Suburban,Married,117,8.0,89,0.0,2,Personal Auto,Personal,Offer2,Agent,562.0,Four-Door Car,Medsize,January
4173,North_West,5755.0,No,Basic,High School or Below,Employed,F,29460,Rural,Married,72,3.0,18,0.0,3,Personal Auto,Personal,Offer2,Branch,29.0,Four-Door Car,Large,February
4174,East,15064.0,No,Extended,Master,Disabled,M,19132,Suburban,Single,207,25.0,15,0.0,3,Personal Auto,Personal,Offer4,Agent,1009.0,Luxury Car,Small,January
4175,North_West,24868.0,No,Extended,High School or Below,Unemployed,F,0,Suburban,Married,128,12.0,9,0.0,2,Personal Auto,Personal,Offer1,Agent,716.0,Four-Door Car,Medsize,February
4176,West,2301.0,Yes,Basic,Bachelor,Retired,M,25905,Suburban,Divorced,63,21.0,12,0.0,1,Personal Auto,Personal,Offer1,Agent,302.0,Four-Door Car,Large,January
4177,Central,2416.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,68,13.0,93,0.0,1,Personal Auto,Personal,Offer1,Branch,436.0,Two-Door Car,Medsize,February
4178,Central,5017.0,No,Basic,High School or Below,Employed,F,20868,Rural,Married,63,19.0,13,0.0,3,Personal Auto,Personal,Offer3,Agent,135.0,Four-Door Car,Medsize,February
4179,North_West,3289.0,No,Extended,College,Medical Leave,M,17860,Suburban,Single,99,16.0,0,2.0,1,Personal Auto,Personal,Offer1,Call Center,656.0,Two-Door Car,Medsize,January
4180,Central,4821.0,No,Basic,College,Employed,F,27872,Urban,Married,61,19.0,78,0.0,3,Personal Auto,Personal,Offer2,Branch,187.0,Two-Door Car,Medsize,February
4181,Central,8676.0,No,Basic,College,Employed,F,65933,Urban,Married,108,23.0,16,0.0,3,Personal Auto,Personal,Offer3,Call Center,380.0,Four-Door Car,Medsize,January
